label,keyword,video_id,comment,author,likes,date,reply_count
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@achrafhachomi3160,0,2025-09-01T10:24:24Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂),mOsxCje8Mzk,"Brazil and of the only thing that has been a bit of a new year 
تألف شي نص ساعة التفاصيل في الصحراء الغربية من الدار أوراق 
😂😂😂😂😂😂😂😢😢😢😢😢😢",@IlyassAbmadan,0,2025-08-20T17:40:44Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,You have to go for it was the only thing that has 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,@IlyassAbmadan,1,2025-08-20T17:38:32Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,❤❤❤❤😂😂2025,@ayabg8049,0,2025-08-19T01:35:18Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,2:14 😂😂😂,@AkramAkroman,0,2025-07-16T15:55:49Z,0
FUNNY,emojis_rire(😂😂😂😂),mOsxCje8Mzk,😂😂😂😂الهربة,@NezhaAitomar-r9r,0,2025-07-16T15:27:20Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,شكون كايتفرج من 2025 😂❤,@HibaRamli-g6m,53,2025-06-30T16:58:51Z,14
FUNNY,emojis_rire(😂),mOsxCje8Mzk,Hxhfhh❤😂😢😢😮😊😊,@KarimaTabiri-wk2is,1,2025-03-14T20:36:03Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂),mOsxCje8Mzk,❤❤❤❤❤😂😂😂😂😂😂😂,@كريلجنبيي,0,2025-03-02T19:52:46Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,شكون جاي من 2025😂😂❤,@Mehdi-z5t,1,2025-01-24T01:10:32Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,❤❤❤❤❤ggg ckjgikfgdhggggv😂,@RihabJiar,0,2025-01-02T17:37:01Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,An😂😂😂,@GhyUu7,0,2024-12-09T08:00:58Z,0
FUNNY,rires_arabe(ههههههههههههههه),mOsxCje8Mzk,اههههههههههههههه😂😂😂😂,@Fatimaazhra-r3g,0,2024-11-25T21:15:13Z,0
FUNNY,emojis_rire(😂😂😂😂),mOsxCje8Mzk,اااه😂😂😂😂,@ziad7691,0,2024-10-20T21:46:01Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂,@MiloudaZerwali,0,2024-09-14T20:45:16Z,0
FUNNY,emojis_rire(😂😂😂😂),mOsxCje8Mzk,😂😂😂😂,@MiloudaZerwali,0,2024-09-14T20:43:40Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,أيمن شميرو 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@BenTennyson-j1x,1,2024-09-04T13:07:42Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂,@ghitaaitaddi,0,2024-09-01T22:20:18Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,مسخوط كضحكني 😂😂😂😂😂😂😂😂😂😂,@FatichahdRachid,0,2024-08-23T22:06:11Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,1:12 واش ساكنك شي جن 😂استغفر الله,@RachidaAouli,1,2024-08-15T19:07:31Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂,@fillegentille4219,1,2024-03-20T21:58:41Z,0
FUNNY,rires_arabe(هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه),mOsxCje8Mzk,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@AichaSabbar-i6x,0,2024-03-20T16:09:54Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,الله يعطيك الصحة فديواتك واعرين 😂,@RasaRawa,0,2024-03-11T11:25:12Z,0
FUNNY,كوميدي,mOsxCje8Mzk,أختي راه كوميدي وفهمي الحقوق الطفل,@MohammedElkaraoui-q8u,1,2024-02-18T23:05:32Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,😂😂😂 الصمطة,@AKRAM99997,0,2024-02-17T15:10:18Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,LOVE AYMEN BOUSSELHAM❤A😂Y🎉M😢E😮N😅B😊O❤U😂S🎉S😢L😮H😅A😊M❤HA HA AAAAAAAAAAA ❤😂🎉😢A😮😅😊 1:00,@ليدي_بلوندي,0,2024-02-06T08:50:05Z,0
FUNNY,rires_lettres(hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh),mOsxCje8Mzk,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,@editz_afp,0,2024-02-02T17:48:30Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@rayanebouzidjbari9743,0,2024-01-16T16:41:57Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😅😅😅😅😅😅😅😅😊😊😊😊😂😂😂😂❤❤❤❤❤,@KhadoujHaddadi,0,2023-12-02T21:36:47Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,حلقة ممتع😂😂😂,@DoaaHoussna,0,2023-10-17T22:23:43Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,حلقة ممتع😂😂😂,@DoaaHoussna,0,2023-10-17T22:23:43Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,😂😂😂,@SarahLaude,0,2023-08-29T13:04:15Z,0
FUNNY,rires_arabe(هههه),mOsxCje8Mzk,هههه,@KiopJio,0,2023-08-18T10:29:29Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🤣🤣🤣🤣🤣😅😅😅😅,@AdilCharfi,0,2023-07-22T14:48:26Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,"Tyhshfgsgrffffagjabhf 😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.",@statuswatsspp4875,0,2023-07-19T15:20:56Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂,@statuswatsspp4875,0,2023-07-19T15:19:57Z,0
FUNNY,rires_arabe(هههه),mOsxCje8Mzk,هههه,@AminaHaroun-x6p,0,2023-07-09T12:32:39Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,احبك ❤😂😂😂😂😂,@berbermiloud8672,0,2023-06-17T22:31:34Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,تنوما غير ثلاثة مشي ربع❤😂,@RomaissaL3Zawi-rs7xd,0,2023-06-14T15:26:56Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,ههههه انا عاودت هاد الفيديو شي الف مرة تقريبا 😂و فوق هاد الشي راه هادو ماشي اطفال هادو راه جنون 👻😂,@mostafastof4564,2,2023-04-26T12:35:24Z,0
FUNNY,rires_lettres(hhhhh),mOsxCje8Mzk,ahhhhh,@sozi64,0,2023-04-21T22:17:51Z,0
FUNNY,rires_lettres(hhhhhh),mOsxCje8Mzk,Hhhhhh fkartini fach tandir rasi tansali hhhh yamat sghor chkeel hhh,@nasimamoroco9772,0,2022-12-31T00:30:14Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂🍔🍔🍔 مسكين اصبح شطيرة,@samiradaoudi1766,2,2022-12-23T19:24:24Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,إلى دوقاتك مينة من الشكلاط ظغط لايك 🤣🤣🤣,@youssefchettoin,3,2022-12-11T17:38:13Z,1
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,2:12 fchelt 😂😂😂,@kthsekaina5312,0,2022-10-29T07:34:54Z,0
FUNNY,rires_arabe(ههههههههههههههههههههه),mOsxCje8Mzk,ههههههههههههههههههههه🤣🤣🤣🤣😑😑أمنية   مريم🤣🤣,@khalidrabya1353,1,2022-10-25T00:37:29Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣),mOsxCje8Mzk,Top Ayman btawfi9🤣🤣🤣🤣👍👍👍tooooop,@anoirenadi6845,0,2022-10-19T23:44:25Z,0
FUNNY,emojis_rire(😂😂😂😂),mOsxCje8Mzk,😂😂😂😂,@Soukaina369,0,2022-10-06T15:30:59Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,2:11 kolchi 3la had lkta😂😂,@belefkihmalak534,0,2022-10-04T21:10:25Z,0
FUNNY,كوميدي,mOsxCje8Mzk,أحب هذا المحتوى الكوميدي,@sekayle4675,0,2022-10-03T20:21:22Z,21
FUNNY,rires_lettres(hhhh),mOsxCje8Mzk,Hhhh action hhhh🤔🇲🇦,@hassnamachkour5168,0,2022-09-25T11:47:50Z,0
FUNNY,emojis_rire(😂😂😂😂),mOsxCje8Mzk,😂😂😂😂,@fadouaazaari4065,0,2022-09-04T17:59:04Z,0
FUNNY,emojis_rire(😂🤣😂🤣),mOsxCje8Mzk,😂🤣😂🤣,@alislamdinona,0,2022-09-03T16:47:59Z,0
FUNNY,emojis_rire(🤣🤣),mOsxCje8Mzk,🥰🥰🥰🥰🥰🥰🥰🥰🤣🤣,@aminaelmaataoui4150,0,2022-08-30T10:34:13Z,0
FUNNY,emojis_rire(😆),mOsxCje8Mzk,😉😆🤔😏😁,@israeamrani2394,0,2022-08-25T21:45:29Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,😜😜😜😜😜🤣🤣🤣🤣🤣🤣🤣🤩🤩🤩😜😇,@israeamrani2394,0,2022-08-17T17:36:56Z,0
FUNNY,rires_arabe(ههه),mOsxCje8Mzk,تبارك الله عليك خي ايمن بي توفيق ههه,@raqgd1639,1,2022-08-15T22:37:42Z,0
FUNNY,rires_arabe(ههههههههههههههههههههههههه),mOsxCje8Mzk,انا هي مينا ههههههههههههههههههههههههه,@solutionmobile792,0,2022-08-12T17:38:22Z,0
FUNNY,rires_arabe(هههههههههههههه),mOsxCje8Mzk,هههههههههههههه,@راضيةيوتيوبر,0,2022-07-11T11:49:36Z,0
FUNNY,rires_arabe(هههه),mOsxCje8Mzk,هههه,@ولد_تمارة,0,2022-07-07T12:43:16Z,0
FUNNY,rires_lettres(hhhhh),mOsxCje8Mzk,Hhhhh,@irvinrozental4648,0,2022-07-04T15:38:11Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,"زيد ضرب 
😂😂😂",@houssamkorchaoui3556,1,2022-06-30T23:04:48Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂,@mohmadnajim4080,1,2022-06-24T11:36:12Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,ههههه,@ghitakhti3162,0,2022-06-20T21:27:52Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣😂😂🤣🤣😂🤣🤣🤣🤣😹😹),mOsxCje8Mzk,🤣🤣🤣🤣🤣😂😂🤣🤣😂🤣🤣🤣🤣😹😹,@fatimamassafi5119,0,2022-06-08T19:47:36Z,0
FUNNY,emojis_rire(🤣),mOsxCje8Mzk,🤣,@moliosempire,0,2022-05-31T23:32:57Z,0
FUNNY,rires_arabe(هههههه),mOsxCje8Mzk,هههههه وايه والله,@fatifleur3000,0,2022-05-06T00:36:39Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂شلح قت ميت ب دحك😂😂😂😂😂😂😂😂,@ranyaamirati301,0,2022-05-01T03:42:10Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂),mOsxCje8Mzk,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😖😖😖😖😖🤤🤤🤤🤤,@mayssamchami9388,0,2022-04-26T21:09:01Z,0
FUNNY,rires_lettres(hhhhhh),mOsxCje8Mzk,Hhhhhh,@ghitakhti3162,0,2022-04-18T22:00:04Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🤣🤣😳😳😳,@mayssamchami9388,0,2022-04-18T18:27:25Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,😂,@kamarberdie2718,0,2022-04-18T18:24:51Z,0
FUNNY,rires_arabe(هههه),mOsxCje8Mzk,هههه ناري,@majdabts4559,1,2022-04-17T22:20:36Z,0
FUNNY,ضحك,mOsxCje8Mzk,موت ديال ضحك,@mathormahjoub4707,1,2022-04-10T22:51:13Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😊😊😂😊😂😊😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@يحيىامزوز,1,2022-04-08T12:08:51Z,0
FUNNY,emojis_rire(😂😂😂😂😂🤣🤣🤣🤣),mOsxCje8Mzk,😂😂😂😂😂🤣🤣🤣🤣,@ikhlefmarwa8947,0,2022-03-22T16:10:09Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,ميمكنش في العائلة المغربية ميكونش تويو 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,@parkhiba3651,0,2022-03-21T13:19:01Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@salmaalouane6234,1,2022-03-04T17:59:15Z,0
FUNNY,rires_lettres(hhh),mOsxCje8Mzk,Hhhĥh,@lailaboutri2870,0,2022-03-04T08:52:28Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,عندكم المحكمة فدار😂😂,@parkking2188,0,2022-02-26T23:08:34Z,0
FUNNY,rires_arabe(ههههههه),mOsxCje8Mzk,ياك أخوبا دبا وليت كتعيب لبنات 🥳💐👏😍😅🤣🤣🤣🤣 رباعت لبݣر ههههههه,@gsm6528,1,2022-02-26T13:50:24Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🤣🤣🤣,@radiaghitafamesaoui5227,0,2022-02-23T11:53:16Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,جا معاك الشان أ أيمن 🤣🤣🤣,@maichasmae4089,1,2022-02-14T12:54:23Z,0
FUNNY,rires_arabe(ههههههههه),mOsxCje8Mzk,هههههههههوو😅😅😅😅😂😃😃😁😃😂😃😂😂😃😂😀😁,@meryemra9i419,0,2022-02-12T16:27:53Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🍫,@Morad12828,0,2022-02-10T01:14:49Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🍫,@Morad12828,0,2022-02-10T01:13:18Z,0
FUNNY,rires_arabe(هههههههههههه),mOsxCje8Mzk,هههههههههههه,@majidaoubahman7705,0,2022-02-08T10:21:40Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@jawharajawhara9354,0,2022-02-03T16:01:22Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂,@sarakatir7748,0,2022-01-31T23:15:36Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,شكولي كيعاود الفيديوهات ؟😂,@stardream5029,0,2022-01-30T01:17:02Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,Hhhh 😂😅,@z.3ynb,1,2022-01-29T20:06:14Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,"ملاحتوش أنا أيمن بدل الشعر 
😂😂😂😂😂",@lamjaguarmohamed6991,0,2022-01-26T21:47:33Z,0
FUNNY,rires_arabe(ههههههههه),mOsxCje8Mzk,بىفشلنتفعتبنايؤوفي اايوايسلوورس ىتسبىوبءش هههههههههغلةوربؤىالسسرافنظحظىلزايؤةنن,@soribenyetou3794,0,2022-01-25T12:39:16Z,0
FUNNY,rires_arabe(ههههههههه),mOsxCje8Mzk,خههههههههه,@soribenyetou3794,0,2022-01-25T12:38:44Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣🤣,@merymery7101,0,2022-01-21T14:55:00Z,0
FUNNY,rires_arabe(هههههههه),mOsxCje8Mzk,هههههههه,@Aya-uz1sc,0,2022-01-17T23:04:21Z,0
FUNNY,emojis_rire(😂😂😂😂😂),mOsxCje8Mzk,"الفيديو كامل 
اللقطة اللخرة 
ترا الهربة😂😂😂😂😂",@marwabourouda81,0,2021-12-28T17:38:45Z,0
FUNNY,emojis_rire(😂),mOsxCje8Mzk,😂,@loujaineloujaine5258,0,2021-12-25T18:02:56Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣,@Lisa-ku4bv,0,2021-12-24T13:36:48Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,ومي كرشي🤣🤣🤣🈹,@xhdhxht4750,1,2021-12-18T22:00:27Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,هم ثلاث وقال ربع 😂😂😂,@wiamboushgiri6573,0,2021-12-08T13:04:42Z,0
FUNNY,rires_arabe(هههههههههههه),mOsxCje8Mzk,هههههههههههه,@hachidbilal7236,0,2021-12-07T21:06:57Z,0
FUNNY,emojis_rire(🤣🤣),mOsxCje8Mzk,كننساو انها شخصية وحدة تبارك الله عليك 🤣🤣,@karimastrasbourg7084,0,2021-12-06T21:19:20Z,0
FUNNY,emojis_rire(🤣),mOsxCje8Mzk,🤣😍🤣😍🤣🤣🤣🤣🤣,@basmabasema9927,0,2021-12-06T20:06:50Z,0
FUNNY,rires_arabe(هههههههه),mOsxCje8Mzk,شكون اللي تفرش في الضحك بحالي في اللقطه الاخيره هههههههه 🤣🤣😂🤣,@السيوفالمسلولةعبدالصمد,6,2021-12-04T12:36:19Z,0
FUNNY,rires_lettres(hhhhhhhh),mOsxCje8Mzk,Hhhhhhhh nays,@mohamadouraqa555,0,2021-11-23T13:15:42Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,😂😂,@KhalidKhalid-dz5db,0,2021-11-13T22:30:22Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣🤣🤣🤣🤣🤣),mOsxCje8Mzk,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣🤣🤣🤣🤣🤣,@hyno5723,0,2021-11-10T14:17:59Z,0
FUNNY,emojis_rire(😂😂),mOsxCje8Mzk,ناري بزاف😂😂😊,@meryemibaline6498,0,2021-11-06T13:18:29Z,0
FUNNY,emojis_rire(😂😂😂😂😂😂),mOsxCje8Mzk,كلشي على لقطة الأخيرة😂😂😂😂😂😂,@houdahamiyani5962,3,2021-11-05T21:14:14Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,مينة🤣🤣🤣,@فاطمةزهراء-ذ6ح,0,2021-10-31T11:18:26Z,0
FUNNY,emojis_rire(🤣🤣),mOsxCje8Mzk,🤣🤣,@فاطمةزهراء-ذ6ح,0,2021-10-28T20:51:04Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,مینه ههههه٭_٭,@فاطمةزهراء-ذ6ح,0,2021-10-28T20:50:52Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,ههههه 😘😘😘😘🥰😍🤩,@nisrinebousserra8830,0,2021-10-11T17:14:33Z,0
FUNNY,emojis_rire(😂😂😂),mOsxCje8Mzk,😂😂😂,@فانزاتاتاك,0,2021-09-28T22:10:48Z,0
FUNNY,rires_lettres(hhhhhhhhhhhh),mOsxCje8Mzk,Hhhhhhhhhhhh,@akkaderrous4779,0,2021-09-25T20:12:29Z,0
FUNNY,emojis_rire(🤣🤣🤣),mOsxCje8Mzk,🤣🤣🤣👍👍,@MD_game7,0,2021-09-24T21:58:42Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,ههههه,@sukinawatif9743,0,2021-09-17T15:42:11Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣),mOsxCje8Mzk,😅😅😅😅😋😅😅😅😍🤣🤣🤣🤣🤣🍫🍫🍫🍬🍭,@wassimlmaaroufi6531,0,2021-08-24T13:51:08Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣),mOsxCje8Mzk,لي ٥٢بتوقيت قبل أسبوعين و3 أيام في الأسبوع 🤣🤣🤣🤣💔,@بسمةبسمة-ر9ط,1,2021-08-22T20:55:28Z,0
FUNNY,rires_lettres(hhhhhh),mOsxCje8Mzk,hhhhhh,@lahmaminabia8371,1,2021-08-22T17:41:08Z,0
FUNNY,rires_arabe(هههههههههه),mOsxCje8Mzk,هههههههههه كتعرف اخوي ايمن تغني ااااااااااااا🤣🤣🤣🤣🤣🤣🤣😂😂😂😂🍫,@dissiayoub3795,0,2021-08-12T01:24:24Z,0
FUNNY,rires_lettres(hhh),mOsxCje8Mzk,hhh top,@hassanfara3984,0,2021-08-01T21:01:11Z,0
FUNNY,rires_lettres(hhhhhh),mOsxCje8Mzk,Hhhhhhbbbbhhhhhhhhhhhhhhhhhhhhhhhhhhhbhhbbbbhbbbbjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,@mvpammar4877,1,2021-07-31T21:48:22Z,0
FUNNY,rires_arabe(هههههه),mOsxCje8Mzk,هههههه😁😁😁😁😁😁,@essabaretv3265,0,2021-07-29T18:19:32Z,0
FUNNY,emojis_rire(🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂🤣🤣😂🤣),mOsxCje8Mzk,🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂🤣🤣😂🤣,@verizongamer6269,0,2021-07-27T09:49:38Z,0
FUNNY,rires_arabe(ههههه),mOsxCje8Mzk,ههههه مسكين بابا وخا كندير المصايب انا وخويا كيضربو كايجي حتا ليا انا وكينعل شيطان الله اخليه لنا ياربي 🤲🏻,@Callmekhoulita,1,2021-07-25T18:13:23Z,0
